Violation_ID,Violation_Type,Fine_Amount,Location,Date,Time,Vehicle_Type,Vehicle_Color,Vehicle_Model_Year,Registration_State,Driver_Age,Driver_Gender,License_Type,Penalty_Points,Weather_Condition,Road_Condition,Officer_ID,Issuing_Agency,License_Validity,Number_of_Passengers,Helmet_Worn,Seatbelt_Worn,Traffic_Light_Status,Speed_Limit,Recorded_Speed,Alcohol_Level,Breathalyzer_Result,Towed,Fine_Paid,Payment_Method,Court_Appearance_Required,Previous_Violations,Comments
VLT100390,Driving Without License,289,Karnataka,1/26/2024,3:04,Car,Silver,2023,Delhi,65,Other,Commercial,0,Clear,Slippery,OFF7938,Highway Patrol,Suspended,4,No,Yes,Green,100,46,0.35,Not Conducted,No,Yes,Not Paid,No,0,First Violation
VLT100391,Wrong Parking,1624,Karnataka,1/27/2024,5:46,Truck,Black,2019,West Bengal,63,Female,Learner,8,Clear,Wet,OFF7449,Traffic Police,Valid,5,N/A,No,Green,100,85,0.05,Not Conducted,No,Yes,Online,No,5,Fine Paid On Spot
VLT100392,Using Mobile Phone,3784,Uttar Pradesh,1/28/2024,5:12,Bus,Red,2019,Tamil Nadu,22,Female,Heavy Vehicle,10,Cloudy,Wet,OFF1814,Traffic Police,Suspended,2,N/A,Yes,Green,100,70,0.04,Negative,No,No,Not Paid,Yes,2,Repeat Offender
VLT100393,Drunk Driving,578,Gujarat,1/29/2024,14:56,Car,Green,2020,West Bengal,22,Female,Two-Wheeler,6,Clear,Dry,OFF1955,Traffic Police,Suspended,3,No,N/A,Yellow,40,36,0.11,Positive,No,Yes,Online,Yes,1,Fine Paid On Spot
VLT100394,Using Mobile Phone,2801,West Bengal,1/30/2024,23:35,Bike,Black,2020,Tamil Nadu,24,Other,Two-Wheeler,2,Dust Storm,Potholes,OFF9672,RTO,Suspended,2,Yes,N/A,Red,80,40,0.29,Not Conducted,Yes,Yes,Online,No,5,
VLT100395,No Helmet,869,Karnataka,1/31/2024,1:00,Truck,Red,2005,Uttar Pradesh,42,Female,Four-Wheeler,1,Rainy,Dry,OFF6661,RTO,Suspended,4,Yes,No,Green,60,25,0.05,Positive,No,Yes,Online,Yes,3,First Violation
VLT100396,Overloading,4787,Delhi,2/1/2024,16:35,Car,Silver,2013,Uttar Pradesh,43,Other,Two-Wheeler,5,Dust Storm,Slippery,OFF6819,Highway Patrol,Valid,1,No,No,Green,50,28,0.16,Positive,No,Yes,Cash,No,5,First Violation
VLT100397,Using Mobile Phone,1841,Karnataka,2/2/2024,2:55,Scooter,Blue,2003,Gujarat,30,Female,Commercial,7,Foggy,Dry,OFF7926,RTO,Suspended,1,Yes,No,Green,60,108,0.03,Negative,Yes,Yes,Online,No,2,
VLT100398,Over-speeding,2231,Tamil Nadu,2/3/2024,12:54,Truck,Green,2022,Maharashtra,41,Female,Two-Wheeler,3,Rainy,Under Construction,OFF3226,RTO,Valid,3,N/A,N/A,Red,30,37,0.16,Negative,Yes,Yes,Card,No,2,Fine Paid On Spot
VLT100399,Over-speeding,4959,West Bengal,2/4/2024,21:36,Car,Green,1999,Maharashtra,59,Other,Two-Wheeler,2,Clear,Potholes,OFF3681,Local Police,Valid,5,Yes,No,Green,100,106,0.46,Negative,No,No,Online,No,2,Repeat Offender
VLT100400,Using Mobile Phone,3851,Maharashtra,2/5/2024,0:01,Car,White,2012,Tamil Nadu,66,Female,Four-Wheeler,1,Foggy,Wet,OFF8032,Traffic Police,Valid,5,Yes,No,Green,50,79,0.44,Negative,Yes,No,Cash,No,2,
VLT100401,Wrong Parking,1214,Gujarat,2/6/2024,23:52,Truck,Red,1999,Maharashtra,28,Female,Learner,6,Foggy,Slippery,OFF3341,Traffic Police,Suspended,1,No,Yes,Yellow,50,113,0.11,Not Conducted,No,No,Cash,No,1,Fine Paid On Spot
VLT100402,No Helmet,1315,Tamil Nadu,2/7/2024,17:48,Bike,Red,2019,Maharashtra,56,Male,Commercial,3,Dust Storm,Potholes,OFF8236,Highway Patrol,Suspended,1,Yes,N/A,Yellow,40,83,0.23,Negative,Yes,Yes,Online,No,3,Repeat Offender
VLT100403,Signal Jumping,2337,Gujarat,2/8/2024,11:28,Auto Rickshaw,Black,2010,Punjab,62,Other,Commercial,10,Clear,Potholes,OFF8821,Local Police,Expired,5,Yes,Yes,Red,100,109,0.29,Negative,Yes,Yes,Not Paid,No,1,Fine Paid On Spot
VLT100404,Signal Jumping,2273,Uttar Pradesh,2/9/2024,6:29,Bike,Silver,2020,Punjab,25,Other,Learner,4,Dust Storm,Potholes,OFF1578,Traffic Police,Suspended,2,N/A,N/A,Red,80,119,0.06,Not Conducted,No,Yes,Cash,Yes,0,Fine Paid On Spot
VLT100405,Driving Without License,4053,Tamil Nadu,2/10/2024,6:47,Scooter,Green,2004,Delhi,57,Male,Commercial,9,Dust Storm,Slippery,OFF6685,Traffic Police,Valid,1,N/A,No,Red,50,89,0.19,Not Conducted,No,No,Cash,No,1,First Violation
VLT100406,Drunk Driving,4780,Maharashtra,2/11/2024,21:43,Bike,White,2003,Gujarat,49,Male,Learner,0,Foggy,Under Construction,OFF5201,RTO,Suspended,3,No,N/A,Green,40,118,0.3,Negative,Yes,Yes,Online,No,4,Repeat Offender
VLT100407,Driving Without License,3296,Uttar Pradesh,2/12/2024,11:40,Bike,Grey,1996,Tamil Nadu,61,Female,Commercial,7,Cloudy,Dry,OFF1345,Traffic Police,Suspended,2,N/A,N/A,Yellow,30,48,0.46,Not Conducted,No,Yes,Online,No,5,
VLT100408,No Helmet,1391,Karnataka,2/13/2024,2:51,Bus,Silver,1996,Gujarat,26,Other,Two-Wheeler,3,Rainy,Potholes,OFF5297,Traffic Police,Expired,3,No,No,Yellow,50,26,0.03,Negative,No,Yes,Card,Yes,3,Fine Paid On Spot
VLT100409,Signal Jumping,3240,Karnataka,2/14/2024,8:07,Truck,White,2005,Tamil Nadu,74,Female,Two-Wheeler,10,Rainy,Wet,OFF9584,Traffic Police,Expired,5,No,Yes,Red,80,83,0.38,Not Conducted,Yes,Yes,Cash,No,1,First Violation
VLT100410,No Helmet,1016,West Bengal,2/15/2024,19:11,Bus,White,2001,Delhi,70,Male,Two-Wheeler,5,Clear,Dry,OFF3063,Traffic Police,Valid,1,No,Yes,Green,80,90,0.41,Negative,Yes,No,Not Paid,No,0,
VLT100411,Using Mobile Phone,4114,Tamil Nadu,2/16/2024,8:37,Bike,Silver,1997,Punjab,24,Male,Two-Wheeler,2,Cloudy,Slippery,OFF2299,Traffic Police,Suspended,4,Yes,No,Red,100,82,0.44,Positive,Yes,No,Not Paid,No,2,
VLT100412,Driving Without License,355,Maharashtra,2/17/2024,17:56,Auto Rickshaw,Green,1999,Punjab,60,Male,Four-Wheeler,9,Clear,Under Construction,OFF8811,Local Police,Suspended,1,No,N/A,Red,40,54,0.07,Not Conducted,No,No,Card,Yes,3,
VLT100413,No Seatbelt,1925,Delhi,2/18/2024,20:17,Truck,Grey,2011,Uttar Pradesh,18,Other,Commercial,3,Dust Storm,Dry,OFF2137,Traffic Police,Valid,1,N/A,Yes,Green,40,58,0.2,Negative,No,No,Cash,Yes,2,Fine Paid On Spot
VLT100414,Driving Without License,4311,Delhi,2/19/2024,6:57,Truck,Grey,1995,West Bengal,62,Male,Commercial,6,Clear,Slippery,OFF5622,Traffic Police,Valid,5,Yes,N/A,Red,60,43,0.16,Positive,Yes,Yes,Cash,No,1,
VLT100415,Overloading,2198,West Bengal,2/20/2024,8:05,Truck,White,2019,Maharashtra,36,Female,Learner,10,Cloudy,Slippery,OFF3644,Traffic Police,Valid,2,No,N/A,Yellow,100,32,0.12,Positive,Yes,Yes,Card,No,1,First Violation
VLT100416,Signal Jumping,1613,West Bengal,2/21/2024,14:50,Bus,Grey,2021,Karnataka,26,Male,Heavy Vehicle,3,Foggy,Potholes,OFF1852,Local Police,Valid,2,No,Yes,Red,100,53,0.29,Positive,Yes,No,Online,No,0,
VLT100417,Drunk Driving,3152,Tamil Nadu,2/22/2024,22:15,Bus,Green,2005,Delhi,45,Female,Learner,5,Rainy,Potholes,OFF1450,Highway Patrol,Valid,5,N/A,Yes,Yellow,30,102,0.31,Negative,Yes,Yes,Not Paid,Yes,0,
VLT100418,Drunk Driving,4182,Delhi,2/23/2024,17:37,Bike,Grey,2006,Uttar Pradesh,38,Male,Heavy Vehicle,3,Rainy,Wet,OFF1779,Highway Patrol,Valid,4,N/A,N/A,Green,100,118,0.16,Not Conducted,Yes,Yes,Cash,Yes,2,Fine Paid On Spot
VLT100419,Over-speeding,4697,Uttar Pradesh,2/24/2024,19:50,Truck,Black,1998,Delhi,28,Other,Heavy Vehicle,7,Rainy,Slippery,OFF2450,Highway Patrol,Valid,5,No,N/A,Yellow,30,44,0.05,Not Conducted,No,No,Card,Yes,2,Fine Paid On Spot
VLT100420,Signal Jumping,399,Karnataka,2/25/2024,1:04,Auto Rickshaw,Silver,2021,Gujarat,61,Male,Commercial,0,Dust Storm,Wet,OFF7423,Highway Patrol,Suspended,4,Yes,No,Yellow,50,42,0.11,Positive,No,Yes,Cash,No,2,Fine Paid On Spot
VLT100421,Overloading,1307,Tamil Nadu,2/26/2024,13:11,Scooter,White,2021,Karnataka,48,Female,Four-Wheeler,10,Cloudy,Slippery,OFF8266,Highway Patrol,Suspended,2,N/A,Yes,Red,40,22,0.01,Positive,Yes,No,Cash,No,0,Repeat Offender
VLT100422,No Helmet,1075,Delhi,2/27/2024,22:59,Auto Rickshaw,Red,2008,Karnataka,26,Female,Four-Wheeler,5,Dust Storm,Slippery,OFF5905,Highway Patrol,Valid,1,No,Yes,Red,100,64,0.1,Negative,No,No,Cash,Yes,3,Fine Paid On Spot
VLT100423,Using Mobile Phone,4901,Tamil Nadu,2/28/2024,10:01,Scooter,Green,2017,West Bengal,72,Other,Two-Wheeler,7,Dust Storm,Wet,OFF9703,Local Police,Expired,3,No,N/A,Yellow,30,77,0.22,Not Conducted,Yes,Yes,Cash,No,2,
VLT100424,Overloading,182,Gujarat,2/29/2024,17:34,Scooter,Red,2015,Uttar Pradesh,61,Male,Two-Wheeler,6,Dust Storm,Potholes,OFF2218,Highway Patrol,Suspended,2,No,N/A,Red,100,120,0.23,Negative,Yes,No,Not Paid,No,1,Fine Paid On Spot
VLT100425,Drunk Driving,4769,Gujarat,3/1/2024,11:08,Car,Green,2006,Uttar Pradesh,54,Male,Two-Wheeler,6,Dust Storm,Under Construction,OFF7743,Traffic Police,Valid,3,N/A,Yes,Yellow,30,79,0.28,Not Conducted,Yes,No,Online,No,3,First Violation
VLT100426,Overloading,2207,Gujarat,3/2/2024,21:17,Auto Rickshaw,Yellow,2008,Maharashtra,58,Other,Heavy Vehicle,5,Clear,Wet,OFF8943,Traffic Police,Suspended,5,Yes,Yes,Yellow,50,97,0.22,Positive,Yes,No,Card,No,4,Fine Paid On Spot
VLT100427,Wrong Parking,3426,Delhi,3/3/2024,22:15,Truck,Red,2016,Delhi,56,Female,Heavy Vehicle,6,Dust Storm,Potholes,OFF9883,RTO,Valid,2,N/A,N/A,Green,80,114,0.14,Not Conducted,No,No,Not Paid,Yes,0,Repeat Offender
VLT100428,Drunk Driving,3263,Uttar Pradesh,3/4/2024,7:50,Bus,Grey,1996,Karnataka,61,Female,Four-Wheeler,6,Rainy,Under Construction,OFF6055,Highway Patrol,Suspended,2,Yes,N/A,Green,100,56,0.06,Positive,No,Yes,Card,Yes,5,Repeat Offender
VLT100429,No Seatbelt,3173,Delhi,3/5/2024,21:11,Bike,Blue,2013,Tamil Nadu,69,Male,Heavy Vehicle,7,Clear,Under Construction,OFF1147,Traffic Police,Expired,5,No,N/A,Green,80,62,0.05,Not Conducted,Yes,Yes,Not Paid,Yes,1,First Violation
VLT100430,No Helmet,734,Karnataka,3/6/2024,6:24,Scooter,Yellow,2022,Uttar Pradesh,73,Other,Four-Wheeler,10,Dust Storm,Dry,OFF3391,Local Police,Suspended,2,No,Yes,Yellow,40,26,0.43,Negative,No,No,Online,No,3,Fine Paid On Spot
VLT100431,Signal Jumping,4071,Gujarat,3/7/2024,15:18,Auto Rickshaw,Grey,2014,Uttar Pradesh,62,Other,Heavy Vehicle,3,Foggy,Potholes,OFF7776,Local Police,Suspended,4,No,No,Green,40,98,0.02,Not Conducted,No,Yes,Not Paid,Yes,0,
VLT100432,Using Mobile Phone,4650,Maharashtra,3/8/2024,10:54,Auto Rickshaw,Green,2020,Delhi,44,Female,Heavy Vehicle,4,Clear,Potholes,OFF6600,Local Police,Valid,2,Yes,No,Green,80,114,0.35,Negative,No,No,Online,Yes,1,Fine Paid On Spot
VLT100433,Drunk Driving,2786,Karnataka,3/9/2024,6:38,Auto Rickshaw,Black,2013,West Bengal,38,Female,Commercial,5,Cloudy,Potholes,OFF7122,Highway Patrol,Valid,1,Yes,N/A,Yellow,50,102,0.44,Negative,Yes,No,Online,No,5,First Violation
VLT100434,No Seatbelt,2125,Gujarat,3/10/2024,4:31,Scooter,Silver,2012,Punjab,27,Other,Commercial,10,Clear,Dry,OFF3210,Local Police,Valid,4,Yes,N/A,Yellow,30,22,0.08,Not Conducted,No,Yes,Card,Yes,1,Fine Paid On Spot
VLT100435,Overloading,140,Punjab,3/11/2024,8:08,Truck,Green,2006,Uttar Pradesh,46,Male,Heavy Vehicle,10,Rainy,Potholes,OFF4019,RTO,Expired,2,Yes,N/A,Yellow,80,37,0.26,Not Conducted,No,No,Online,Yes,4,Repeat Offender
VLT100436,Using Mobile Phone,2083,West Bengal,3/12/2024,4:32,Scooter,Yellow,2011,Delhi,71,Other,Four-Wheeler,3,Foggy,Slippery,OFF9592,Traffic Police,Suspended,2,No,Yes,Yellow,80,32,0.31,Negative,Yes,No,Online,No,5,
VLT100437,Over-speeding,2763,West Bengal,3/13/2024,7:01,Bike,White,1998,Maharashtra,49,Other,Two-Wheeler,0,Rainy,Wet,OFF7762,RTO,Expired,2,N/A,Yes,Green,80,75,0.44,Positive,No,Yes,Not Paid,No,5,First Violation
VLT100438,Over-speeding,2409,Uttar Pradesh,3/14/2024,19:36,Auto Rickshaw,Silver,2020,Uttar Pradesh,50,Male,Heavy Vehicle,2,Foggy,Slippery,OFF3741,Local Police,Expired,2,Yes,Yes,Yellow,60,28,0.42,Negative,No,No,Online,No,5,First Violation
VLT100439,Signal Jumping,3253,Delhi,3/15/2024,14:02,Bike,Green,2002,Delhi,43,Other,Two-Wheeler,2,Cloudy,Slippery,OFF8447,RTO,Expired,4,N/A,No,Yellow,60,64,0.18,Negative,Yes,Yes,Not Paid,No,1,Fine Paid On Spot
VLT100440,Using Mobile Phone,668,Maharashtra,3/16/2024,19:38,Bike,Green,2002,Maharashtra,22,Male,Two-Wheeler,10,Rainy,Wet,OFF8105,Highway Patrol,Expired,1,No,No,Yellow,100,53,0.18,Negative,No,Yes,Online,Yes,2,Fine Paid On Spot
VLT100441,Driving Without License,3697,Uttar Pradesh,3/17/2024,1:33,Auto Rickshaw,Grey,2014,Punjab,61,Other,Learner,4,Clear,Dry,OFF2606,Traffic Police,Suspended,2,No,No,Yellow,80,109,0.11,Not Conducted,No,Yes,Card,Yes,0,First Violation
VLT100442,No Helmet,1941,Uttar Pradesh,3/18/2024,3:57,Truck,Red,2018,Gujarat,63,Male,Commercial,5,Rainy,Potholes,OFF1278,Traffic Police,Valid,1,N/A,No,Yellow,80,61,0.17,Not Conducted,Yes,No,Cash,Yes,4,First Violation
VLT100443,Driving Without License,2252,Karnataka,3/19/2024,12:21,Scooter,Yellow,2021,Maharashtra,19,Other,Four-Wheeler,5,Clear,Slippery,OFF1884,Highway Patrol,Suspended,3,No,Yes,Green,40,115,0.09,Not Conducted,Yes,Yes,Not Paid,Yes,4,
VLT100444,Driving Without License,910,Uttar Pradesh,3/20/2024,21:52,Scooter,Green,2006,Gujarat,23,Other,Heavy Vehicle,9,Dust Storm,Wet,OFF5088,RTO,Expired,4,Yes,N/A,Yellow,50,22,0.17,Negative,Yes,No,Not Paid,No,1,First Violation
VLT100445,No Helmet,2330,Karnataka,3/21/2024,7:56,Bike,Green,2014,Gujarat,52,Male,Four-Wheeler,0,Dust Storm,Slippery,OFF3854,RTO,Suspended,2,No,No,Green,40,23,0.18,Not Conducted,No,Yes,Not Paid,No,2,Repeat Offender
VLT100446,Signal Jumping,1409,Punjab,3/22/2024,8:16,Car,Silver,2007,Uttar Pradesh,59,Other,Heavy Vehicle,9,Dust Storm,Wet,OFF1179,Traffic Police,Expired,3,Yes,Yes,Green,30,67,0.29,Negative,Yes,Yes,Cash,No,4,First Violation
VLT100447,No Seatbelt,261,Uttar Pradesh,3/23/2024,18:30,Car,White,2008,Gujarat,18,Other,Learner,5,Foggy,Potholes,OFF5584,Traffic Police,Valid,2,Yes,N/A,Red,80,68,0.17,Positive,No,Yes,Online,Yes,3,Fine Paid On Spot
VLT100448,No Helmet,2116,Delhi,3/24/2024,5:51,Bike,Yellow,1996,Delhi,40,Other,Commercial,7,Dust Storm,Potholes,OFF4629,Traffic Police,Suspended,4,Yes,No,Green,50,48,0.27,Negative,Yes,Yes,Card,No,4,Repeat Offender
VLT100449,Over-speeding,1570,Punjab,3/25/2024,20:03,Scooter,Silver,2010,Uttar Pradesh,40,Other,Four-Wheeler,7,Clear,Dry,OFF8625,Highway Patrol,Suspended,5,No,Yes,Red,30,100,0.26,Positive,Yes,No,Card,No,3,First Violation
VLT100450,Driving Without License,113,Tamil Nadu,3/26/2024,16:18,Bike,Green,2019,Karnataka,49,Male,Commercial,0,Rainy,Under Construction,OFF3161,Local Police,Valid,1,Yes,Yes,Green,80,116,0.01,Positive,No,Yes,Card,No,0,
VLT100451,Driving Without License,556,Tamil Nadu,3/27/2024,19:03,Truck,Yellow,2023,West Bengal,42,Other,Commercial,6,Dust Storm,Slippery,OFF5906,Local Police,Suspended,1,Yes,No,Yellow,40,31,0.44,Positive,Yes,No,Online,No,2,First Violation
VLT100452,No Seatbelt,1063,Uttar Pradesh,3/28/2024,21:43,Auto Rickshaw,Red,2003,Punjab,61,Male,Learner,0,Clear,Potholes,OFF4913,Local Police,Valid,3,Yes,No,Green,100,80,0.36,Positive,No,Yes,Online,No,1,Repeat Offender
VLT100453,Overloading,810,Maharashtra,3/29/2024,14:40,Bus,Silver,2016,Maharashtra,50,Male,Heavy Vehicle,0,Clear,Slippery,OFF7991,Highway Patrol,Suspended,2,Yes,Yes,Red,100,78,0.39,Not Conducted,No,No,Online,Yes,2,First Violation
VLT100454,Drunk Driving,152,Gujarat,3/30/2024,11:23,Bike,Green,2003,West Bengal,54,Male,Learner,3,Cloudy,Slippery,OFF1966,RTO,Suspended,2,Yes,No,Red,40,45,0.06,Not Conducted,Yes,Yes,Online,No,1,Fine Paid On Spot
VLT100455,Signal Jumping,1275,Tamil Nadu,3/31/2024,3:42,Bike,Black,2001,Uttar Pradesh,19,Male,Heavy Vehicle,4,Clear,Dry,OFF7510,RTO,Valid,3,No,N/A,Green,60,50,0.45,Not Conducted,Yes,No,Card,No,5,Repeat Offender
VLT100456,No Helmet,4165,Uttar Pradesh,4/1/2024,0:44,Bus,Grey,2005,Maharashtra,19,Female,Learner,8,Foggy,Slippery,OFF4959,RTO,Valid,4,No,Yes,Green,60,95,0.1,Positive,No,No,Card,Yes,1,
VLT100457,No Helmet,651,Tamil Nadu,4/2/2024,15:56,Bike,Black,1997,Tamil Nadu,51,Male,Learner,0,Clear,Wet,OFF2145,Local Police,Expired,2,No,Yes,Yellow,100,90,0.07,Not Conducted,Yes,Yes,Not Paid,Yes,3,First Violation
VLT100458,Over-speeding,2871,Punjab,4/3/2024,16:39,Truck,Silver,2019,Karnataka,56,Male,Two-Wheeler,6,Foggy,Wet,OFF8910,Highway Patrol,Valid,1,N/A,N/A,Red,100,60,0.43,Not Conducted,Yes,No,Not Paid,No,2,Fine Paid On Spot
VLT100459,Overloading,263,Delhi,4/4/2024,5:52,Scooter,Silver,2019,Delhi,33,Other,Learner,3,Cloudy,Under Construction,OFF9087,Local Police,Valid,3,No,Yes,Yellow,100,84,0.03,Not Conducted,No,No,Cash,No,1,
VLT100460,No Seatbelt,3032,Delhi,4/5/2024,16:40,Bike,Yellow,2014,Karnataka,44,Female,Two-Wheeler,3,Dust Storm,Wet,OFF7344,RTO,Valid,1,N/A,Yes,Green,40,24,0.15,Positive,Yes,Yes,Card,No,2,Fine Paid On Spot
VLT100461,Driving Without License,358,Uttar Pradesh,4/6/2024,7:53,Auto Rickshaw,Silver,2014,Karnataka,73,Other,Two-Wheeler,4,Dust Storm,Slippery,OFF9253,Traffic Police,Valid,5,Yes,Yes,Green,80,52,0.02,Negative,Yes,Yes,Cash,No,2,Repeat Offender
VLT100462,Drunk Driving,3860,Maharashtra,4/7/2024,23:23,Bike,Red,2007,Punjab,61,Female,Two-Wheeler,9,Foggy,Under Construction,OFF7372,Local Police,Expired,3,Yes,No,Green,40,114,0.24,Negative,No,No,Card,No,0,Repeat Offender
VLT100463,Drunk Driving,481,Gujarat,4/8/2024,6:46,Car,White,2006,Karnataka,64,Male,Two-Wheeler,6,Cloudy,Potholes,OFF7474,Highway Patrol,Expired,5,Yes,Yes,Yellow,50,29,0.47,Not Conducted,Yes,No,Online,Yes,1,First Violation
VLT100464,Using Mobile Phone,413,West Bengal,4/9/2024,4:23,Car,White,2012,Karnataka,44,Female,Heavy Vehicle,0,Foggy,Under Construction,OFF4895,Highway Patrol,Suspended,5,Yes,Yes,Green,100,43,0.22,Not Conducted,Yes,Yes,Online,Yes,3,Fine Paid On Spot
VLT100465,Over-speeding,394,Tamil Nadu,4/10/2024,21:09,Car,Green,2000,Delhi,56,Female,Heavy Vehicle,9,Clear,Potholes,OFF8408,Traffic Police,Suspended,1,No,No,Green,30,108,0.46,Not Conducted,Yes,No,Online,No,5,Repeat Offender
VLT100466,No Helmet,4016,Punjab,4/11/2024,15:12,Truck,Blue,2017,Tamil Nadu,58,Female,Commercial,6,Cloudy,Under Construction,OFF4283,Traffic Police,Expired,2,Yes,Yes,Green,40,36,0.39,Negative,Yes,Yes,Cash,No,4,First Violation
VLT100467,Overloading,457,West Bengal,4/12/2024,16:36,Truck,Grey,2017,West Bengal,25,Female,Four-Wheeler,0,Foggy,Dry,OFF5481,RTO,Valid,3,No,N/A,Yellow,100,59,0.04,Negative,No,No,Cash,No,2,Repeat Offender
VLT100468,Drunk Driving,2669,West Bengal,4/13/2024,23:30,Bus,Yellow,2012,Maharashtra,22,Female,Two-Wheeler,0,Rainy,Potholes,OFF8826,Local Police,Suspended,5,No,No,Red,30,28,0.34,Positive,Yes,No,Cash,No,0,
VLT100469,Wrong Parking,1640,Karnataka,4/14/2024,12:18,Auto Rickshaw,Red,2022,Delhi,62,Other,Heavy Vehicle,8,Cloudy,Slippery,OFF9433,Highway Patrol,Expired,2,No,Yes,Green,80,86,0.12,Negative,Yes,No,Online,No,0,Repeat Offender
VLT100470,Drunk Driving,2478,West Bengal,4/15/2024,19:39,Car,Black,2022,Karnataka,61,Other,Heavy Vehicle,7,Dust Storm,Dry,OFF2628,Highway Patrol,Suspended,2,Yes,N/A,Red,100,97,0.08,Negative,Yes,No,Cash,Yes,5,Repeat Offender
VLT100471,Over-speeding,3304,Maharashtra,4/16/2024,19:38,Scooter,Yellow,2000,Tamil Nadu,61,Female,Four-Wheeler,1,Cloudy,Wet,OFF7214,Highway Patrol,Suspended,5,No,N/A,Yellow,100,33,0.3,Positive,Yes,No,Not Paid,Yes,3,Fine Paid On Spot
VLT100472,Over-speeding,2320,Tamil Nadu,4/17/2024,8:45,Car,Yellow,2013,Karnataka,52,Other,Commercial,2,Cloudy,Under Construction,OFF9354,Highway Patrol,Suspended,5,N/A,No,Green,80,118,0.13,Negative,Yes,Yes,Cash,Yes,5,
VLT100473,Using Mobile Phone,3536,Karnataka,4/18/2024,15:35,Bus,Yellow,2020,West Bengal,57,Male,Two-Wheeler,8,Dust Storm,Dry,OFF3751,Highway Patrol,Expired,4,Yes,No,Red,50,51,0.13,Positive,No,Yes,Cash,No,4,
VLT100474,No Helmet,1953,Karnataka,4/19/2024,8:08,Scooter,Yellow,2016,Uttar Pradesh,63,Female,Learner,4,Foggy,Under Construction,OFF8603,RTO,Expired,3,Yes,Yes,Yellow,100,40,0.13,Positive,Yes,No,Online,No,4,First Violation
VLT100475,Over-speeding,2964,Delhi,4/20/2024,9:05,Truck,Black,2002,Maharashtra,69,Male,Two-Wheeler,8,Foggy,Slippery,OFF6169,Traffic Police,Expired,4,No,N/A,Yellow,40,116,0.4,Negative,Yes,No,Cash,No,2,Repeat Offender
VLT100476,Over-speeding,335,Tamil Nadu,4/21/2024,7:40,Auto Rickshaw,Green,2006,Karnataka,39,Female,Four-Wheeler,10,Rainy,Under Construction,OFF5610,Highway Patrol,Suspended,1,Yes,No,Green,100,98,0.39,Not Conducted,Yes,Yes,Online,Yes,0,Fine Paid On Spot
VLT100477,Wrong Parking,1108,West Bengal,4/22/2024,22:03,Auto Rickshaw,Black,2013,Gujarat,60,Female,Heavy Vehicle,10,Clear,Potholes,OFF3954,Highway Patrol,Suspended,5,Yes,Yes,Red,100,76,0.49,Negative,Yes,Yes,Cash,Yes,0,Repeat Offender
VLT100478,Signal Jumping,1231,Delhi,4/23/2024,9:43,Scooter,Green,2021,Tamil Nadu,45,Female,Heavy Vehicle,4,Foggy,Wet,OFF3996,Traffic Police,Valid,1,Yes,Yes,Red,50,82,0.04,Positive,Yes,Yes,Cash,No,3,Repeat Offender
VLT100479,Signal Jumping,4446,Punjab,4/24/2024,0:19,Auto Rickshaw,Red,1999,Delhi,44,Other,Four-Wheeler,3,Cloudy,Slippery,OFF5173,Highway Patrol,Suspended,5,N/A,N/A,Green,80,62,0.22,Not Conducted,Yes,Yes,Card,Yes,5,Fine Paid On Spot
VLT100480,Using Mobile Phone,3896,Tamil Nadu,4/25/2024,22:06,Auto Rickshaw,Green,2002,Uttar Pradesh,28,Other,Heavy Vehicle,2,Foggy,Wet,OFF5466,Local Police,Suspended,1,Yes,N/A,Red,50,60,0.38,Negative,No,No,Card,No,1,
VLT100481,Using Mobile Phone,1716,West Bengal,4/26/2024,20:25,Auto Rickshaw,Green,1996,Punjab,63,Male,Learner,10,Dust Storm,Under Construction,OFF1272,RTO,Suspended,4,N/A,N/A,Red,60,65,0.42,Not Conducted,Yes,No,Cash,No,2,First Violation
VLT100482,Signal Jumping,998,Gujarat,4/27/2024,19:20,Truck,White,2007,Delhi,52,Other,Heavy Vehicle,1,Cloudy,Wet,OFF9535,RTO,Expired,1,N/A,N/A,Green,30,116,0.29,Negative,Yes,No,Cash,Yes,1,Fine Paid On Spot
VLT100483,No Helmet,1934,Tamil Nadu,4/28/2024,0:00,Car,Black,2022,Punjab,43,Other,Heavy Vehicle,1,Foggy,Slippery,OFF6997,RTO,Valid,1,No,N/A,Green,40,29,0.39,Positive,No,No,Not Paid,No,3,Fine Paid On Spot
VLT100484,Wrong Parking,1825,Delhi,4/29/2024,16:37,Bus,Black,2017,Karnataka,50,Female,Learner,2,Clear,Potholes,OFF7590,Local Police,Valid,1,No,No,Red,60,32,0.12,Positive,No,Yes,Card,Yes,4,Repeat Offender
VLT100485,Wrong Parking,1953,Maharashtra,4/30/2024,6:15,Bus,Blue,2021,Delhi,69,Female,Four-Wheeler,8,Rainy,Potholes,OFF4239,RTO,Suspended,4,N/A,Yes,Yellow,50,35,0.4,Positive,Yes,Yes,Card,Yes,2,
VLT100486,Wrong Parking,473,Punjab,5/1/2024,10:48,Bike,Red,2016,Tamil Nadu,41,Other,Four-Wheeler,3,Rainy,Potholes,OFF8398,Highway Patrol,Valid,5,N/A,N/A,Yellow,40,115,0.07,Positive,No,Yes,Not Paid,Yes,0,
